CCHBC Week,Calendar Week,Year,Lockdown,CPL Num,CPL,Customer Num,Customer,City,Address,PLZ ID,Region,Regularity,VMI,UC
21.2021,21,2021,1,121101,Brau Union,1068911317,BRAU UNION OESTERREICH AG (SEYRIN),SEYRING,2201,2200,Nahbereich,Regular,No,7018
21.2021,21,2021,1,121101,Brau Union,1167220102,BRAU UNION OESTERREICH AG (LINZ),LINZ,4020,4000,OOE,Regular,No,7098
21.2021,21,2021,1,121101,Brau Union,1160916959,BRAU UNION OESTERREICH AG,FELDBACH,8330,8300,Stmk,Sporadic,No,1737
21.2021,21,2021,1,121101,Brau Union,1106510651,BRAU UNION OESTERREICH AG,VILLACH,9500,9500,Kaernten,Regular,No,8990
21.2021,21,2021,1,121101,Brau Union,1051605167,BRAU UNION OESTERREICH AG,WUNDSCHUH,8142,8100,Stmk,Sporadic,No,25451
21.2021,21,2021,1,121102,GSG,1136790988,STIEGL GETR. & SERVICE GMBH & CO KG,WIEN,1100,1000,Nahbereich,Sporadic,No,1589
21.2021,21,2021,1,121102,GSG,1046278301,STIEGL GETR. & SERVICE GMBH & CO KG,INZING,6401,6400,Tirol,Sporadic,No,8150
21.2021,21,2021,1,121102,GSG,973299734,STIEGL GETR. & SERVICE GMBH & CO KG,WOERGL,6300,6300,Tirol,Sporadic,No,4457
21.2021,21,2021,1,121102,GSG,1157786445,STIEGL GETR. & SERVICE GMBH & CO KG,ASTEN,4481,4400,OOE,Regular,No,19830
21.2021,21,2021,1,121102,GSG,1063438110,STIEGL GETR. & SERVICE GMBH & CO KG,SALZBURG,5017,5000,SBG,Sporadic,No,11180
21.2021,21,2021,1,121102,GSG,1086210682,STIEGL GETR. & SERVICE GMBH & CO KG,BRUCK/GLOCKNERSTR.,5671,5600,SBG,Sporadic,No,2584
21.2021,21,2021,1,121102,GSG,1171771876,STIEGL GETR. & SERVICE GMBH & CO KG,FLACHAU,5542,5500,SBG,Sporadic,No,2640
21.2021,21,2021,1,121103,Morandell,1115537704,MORANDELL INTERNATIONAL GMBH,RANNERSDORF,2324,2300,Nahbereich,Sporadic,No,1390
21.2021,21,2021,1,121103,Morandell,989990966,MORANDELL INTERNATIONAL GMBH,GRAZ,8055,8000,Stmk,Sporadic,No,1482
21.2021,21,2021,1,121103,Morandell,1163889796,MORANDELL INTERNATIONAL GMBH,WOERGL,6300,6300,Tirol,Regular,No,6035
21.2021,21,2021,1,121103,Morandell,1085034556,MORANDELL INTERNATIONAL GMBH,IMST,6460,6400,Tirol,Sporadic,No,1508
21.2021,21,2021,1,121104,Wholesale Others,1175832930,BRAUEREI EGG_SIMMA_KOHLER GMBH&COKG,EGG,6863,6800,VBG,Sporadic,No,453
21.2021,21,2021,1,121104,Wholesale Others,1115592544,FOHRENBURG S´FAESCHT GMBH,BLUDENZ,6700,6700,VBG,Sporadic,No,733
21.2021,21,2021,1,121104,Wholesale Others,1015236054,GRATZL GETRAENKE GMBH,TULBING,3434,3400,Nahbereich,Sporadic,No,1637
21.2021,21,2021,1,121104,Wholesale Others,1191285356,PFANNER & GUTMANN GETRAENKE GMBH,LAUTERACH,6923,6900,VBG,Sporadic,No,1455
21.2021,21,2021,1,121104,Wholesale Others,1056668506,GETRAENKE HURTER GMBH,POYSDORF,2170,2100,Nahbereich,Sporadic,No,898
21.2021,21,2021,1,121104,Wholesale Others,1113178399,LUDWIG-POLACSEK GMBH,MUENCHENDORF,2482,2400,Nahbereich,Sporadic,No,2141
21.2021,21,2021,1,121104,Wholesale Others,976394929,RUDOLF AMMERSIN GMBH,BRUNN AM GEBIRGE,2345,2300,Nahbereich,Regular,No,6411
21.2021,21,2021,1,121104,Wholesale Others,1051231806,GETRAENKE GRAUPP E.U.,LEBRING ST.MARGARETHEN,8403,8400,Stmk,Sporadic,No,337
21.2021,21,2021,1,121104,Wholesale Others,1038707303,LIMONADE BRANTL GMBH,KOEFLACH,8580,8500,Stmk,Sporadic,No,707
21.2021,21,2021,1,121104,Wholesale Others,1064092394,PRIVATBRAUEREI HIRT VERTRIEB GMBH,MICHELDORF,9322,9300,Kaernten,Sporadic,No,1730
21.2021,21,2021,1,121104,Wholesale Others,1141223475,GETRAENKE KANDLHOFER GMBH,MOELLBRUECKE,9813,9800,Kaernten,Sporadic,No,4781
21.2021,21,2021,1,121104,Wholesale Others,962867644,GETRAENKE WAGNER HANDELS GMBH,LAAKIRCHEN,4664,4600,OOE,Regular,No,3907
21.2021,21,2021,1,121104,Wholesale Others,986926180,BRAUEREI MURAU EGEN,MURAU,8850,8800,Stmk,Sporadic,No,665
21.2021,21,2021,1,121104,Wholesale Others,1046879112,BRAUEREI MURAU EGEN,ZELTWEG,8740,8700,Stmk,Sporadic,No,557
21.2021,21,2021,1,121104,Wholesale Others,1115413825,SCHWARZ K. ZW.GETR.VERTR.GMBH,ZWETTL,3910,3900,Nahbereich,Sporadic,No,544
21.2021,21,2021,1,121104,Wholesale Others,1053002570,BRAUEREI SCHLOSS EGGENBERG,VORCHDORF,4655,4600,OOE,Sporadic,No,1686
21.2021,21,2021,1,121104,Wholesale Others,1039602289,BRAUCOMMUNE FREISTADT,FREISTADT,4240,4200,OOE,Sporadic,No,387
21.2021,21,2021,1,121104,Wholesale Others,1152520226,BRAUEREI RIED GETRAENKE GMBH,RIED/INNKREIS,4910,4900,OOE,Sporadic,No,2030
21.2021,21,2021,1,121104,Wholesale Others,1203524939,GROGGER JOHANN E.U.,HALL IN TIROL,6060,6000,Tirol,Sporadic,No,481
21.2021,21,2021,1,121104,Wholesale Others,1109320264,EDER GETRAENKE GMBH,MAYRHOFEN,6290,6200,Tirol,Sporadic,No,1948
21.2021,21,2021,1,121104,Wholesale Others,1178458481,GETRAENKE KERSCHHAGGL GMBH,STUMM,6275,6200,Tirol,Sporadic,No,1653
21.2021,21,2021,1,121104,Wholesale Others,1144470765,BRAUEREI SCHLOSS STARKENBERG,TARRENZ,6464,6400,Tirol,Sporadic,No,805
21.2021,21,2021,1,121104,Wholesale Others,1070152520,E.WILLE GETR.GROSSHHANDEL,GRINS,6500,6500,Tirol,Regular,No,1750
21.2021,21,2021,1,121104,Wholesale Others,1156657722,LINZGIESEDER A. GETR. HDL GMBH & CO,EHRWALD,6632,6600,Tirol,Sporadic,No,904
21.2021,21,2021,1,121104,Wholesale Others,1162665384,BRAUEREI JOS. BAUMGARTNER GMBH,SCHAERDING AM INN,4780,4700,OOE,Sporadic,No,275
21.2021,21,2021,1,121104,Wholesale Others,978812929,STIFTSBRAUEREI SCHLAEGL VETRIEBS KG,SCHLAEGL IM MUEHLKREIS,4160,4100,OOE,Sporadic,No,258
21.2021,21,2021,1,121104,Wholesale Others,1105850307,GETRAENKE LEINER GMBH,NUSSDOF/DEBANT,9990,9900,Kaernten,Sporadic,No,1147
21.2021,21,2021,1,121104,Wholesale Others,1078597997,GETRAENKEWELT HANDELS GMBH,NUSSDORF-DEBANT,9990,9900,Kaernten,Sporadic,No,997
21.2021,21,2021,1,121104,Wholesale Others,979148311,MOHRENBRAUEREI VERTRIEBS KG,DORNBIRN,6850,6800,VBG,Sporadic,No,3230
21.2021,21,2021,1,121104,Wholesale Others,1050364954,KASPAR FUCHS GMBH,WOERGL,6300,6300,Tirol,Sporadic,No,1445
21.2021,21,2021,1,121104,Wholesale Others,1130011337,HADI GMBH,BUCH/HARTBERG,8274,8200,Stmk,Sporadic,No,1195
21.2021,21,2021,1,121104,Wholesale Others,1171787480,HOEFINGER&MALLER GETR.GESELLS.M.B.H,YBBS AN DER DONAU,3370,3300,Nahbereich,Sporadic,No,179
21.2021,21,2021,1,121104,Wholesale Others,1204987195,PRIVATBRAUEREI GOLS GMBH,GOLS,7122,7100,Nahbereich,Sporadic,No,500
21.2021,21,2021,1,121104,Wholesale Others,970622139,DEL FABRO KOLARIK GMBH,WIEN,1110,1000,Nahbereich,Sporadic,No,1912
21.2021,21,2021,1,121104,Wholesale Others,1025725023,GETRAENKE GRUEN E.U.,SEE,6553,6500,Tirol,Sporadic,No,1515
21.2021,21,2021,1,121105,ETHNO Verleger,1133740821,SABEX HANDELS GMBH,WIEN,1230,1230,Nahbereich,Regular,No,12965
21.2021,21,2021,1,121105,ETHNO Verleger,977331531,SG IMPORT EXPORT GMBH,SALZBURG,5020,5000,SBG,Regular,No,11119
21.2021,21,2021,1,121105,ETHNO Verleger,1137652317,ECO GASTROHANDELS GMBH,WIEN,1230,1230,Nahbereich,Sporadic,No,12481
22.2021,22,2021,1,120100,Rewe,970325643,BILLA AG ABTG MERKUR,WIEN,1020,1000,Nahbereich,Regular,Yes,1284
22.2021,22,2021,1,120100,Rewe,1041753566,REWE INTERN. LAGER & TRANSPORT GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,14096
22.2021,22,2021,1,120100,Rewe,1197517621,REWE INTERN. LAGER & TRANSPORT GMBH,STAMS,6422,6400,Tirol,Regular,Yes,15382
22.2021,22,2021,1,120100,Rewe,1098652405,REWE SD-LAGER ST. POELTEN,ST. POELTEN,3100,3100,Nahbereich,Regular,Yes,8216
22.2021,22,2021,1,120100,Rewe,1159299220,REWE INTERN. LAGER & TRANSPORT GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,70321
22.2021,22,2021,1,120100,Rewe,1105060232,CROSS DOCKING LAGER OST,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,528
22.2021,22,2021,1,120100,Rewe,972686564,ADEG LAGER 31000,ST.ANDRAE,9433,9400,Kaernten,Regular,Yes,2098
22.2021,22,2021,1,120100,Rewe,1083488067,BILLA AG,HALLEIN,5400,5400,SBG,Regular,Yes,7959
22.2021,22,2021,1,120100,Rewe,1163256201,REWE INTERN. LAGER & TRANSPORT GMBH,ST.VEIT,9300,9300,Kaernten,Regular,Yes,11524
22.2021,22,2021,1,120100,Rewe,1164237079,REWE INTERN. LAGER & TRANSPORT GMBH,ST. POELTEN,3100,3100,Nahbereich,Regular,Yes,10958
22.2021,22,2021,1,120100,Rewe,1096161148,REWE INTERN. LAGER & TRANSPORT GMBH,HALLEIN,5400,5400,SBG,Regular,Yes,8037
22.2021,22,2021,1,120100,Rewe,1196164140,REWE INTERN. LAGER & TRANSPORT GMBH,WR.NEUDORF.,2355,2355,Nahbereich,Regular,Yes,50215
22.2021,22,2021,1,120100,Rewe,1115474623,REWE INTERN. LAGER & TRANSPORT GMBH,STAMS,6422,6400,Tirol,Regular,Yes,5227
22.2021,22,2021,1,120100,Rewe,1189615911,REWE INTERN. LAGER & TRANSPORT GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,11307
22.2021,22,2021,1,120100,Rewe,1020911351,REWE INTERN. LAGER & TRANSPORT GMBH,ST.VEIT/GLAN,9300,9300,Kaernten,Regular,Yes,5738
22.2021,22,2021,1,120100,Rewe,1117632249,CROSS DOCKING LAGER OST,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,168
22.2021,22,2021,1,120100,Rewe,1022310249,REWE ZL BIEDERMANNSDORF,WR.NEUDORF,2355,2355,Nahbereich,Regular,Yes,9404
22.2021,22,2021,1,120100,Rewe,1035368998,REWE ZL OHLSDORF,OHLSDORF,4694,4600,OOE,Regular,Yes,10913
22.2021,22,2021,1,120100,Rewe,1167762793,REWE ZL OHLSDORF,OHLSDORF,4662,4600,OOE,Regular,Yes,4669
22.2021,22,2021,1,120100,Rewe,1032690169,REWE KOOPERATIONSPARTNERLAGER,WIENER NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,522
22.2021,22,2021,1,120100,Rewe,1162924865,REWE KOOPERATIONSPARTNERLAGER,WIENER NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,316
22.2021,22,2021,1,120100,Rewe,1073851104,REWE ZL BIEDERMANNSDORF,WR.NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,814
22.2021,22,2021,1,120100,Rewe,1184902271,REWE ZENTRALES LANGSAMDREHERLAGER,WR.NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,371
22.2021,22,2021,1,120101,Spar,1069113378,SPAR OESTERR. WARENHANDELS AG,ST.POELTEN,3100,3100,Nahbereich,Regular,Yes,59967
22.2021,22,2021,1,120101,Spar,1048409106,SPAR OESTERR. WARENHANDELS AG,DORNBIRN,6850,6800,VBG,Regular,Yes,20972
22.2021,22,2021,1,120101,Spar,1188857786,SPAR OESTERR. WARENHANDELS AG,GRAZ,8055,8000,Stmk,Regular,Yes,47038
22.2021,22,2021,1,120101,Spar,1018610686,SPAR OESTERR. WARENHANDELS AG,MARIA SAAL,9063,9000,Kaernten,Regular,Yes,17673
22.2021,22,2021,1,120101,Spar,1066462529,SPAR OEST.WARENH.AG ZENTRALE,MARCHTRENK,4614,4600,OOE,Regular,Yes,56763
22.2021,22,2021,1,120101,Spar,1117107494,SPAR OESTERR. WARENHANDELS AG,WOERGL,6300,6300,Tirol,Regular,Yes,33352
22.2021,22,2021,1,120101,Spar,1137884337,SPAR OESTERR. WARENHANDELS AG,EBERGASSING,2435,2400,Nahbereich,Regular,Yes,27605
22.2021,22,2021,1,120103,Metro,1107027231,METRO CASH&CARRY OESTERREICH GMBH,WIEN,1110,1000,Nahbereich,Regular,No,4932
22.2021,22,2021,1,120103,Metro,1112315427,METRO CASH&CARRY OESTERREICH GMBH,LANGENZERSDORF,2103,2100,Nahbereich,Regular,No,3801
22.2021,22,2021,1,120103,Metro,1187547423,METRO CASH&CARRY OESTERREICH GMBH,WIENER NEUSTADT,2700,2700,Nahbereich,Regular,No,3717
22.2021,22,2021,1,120103,Metro,1167240956,METRO CASH&CARRY OESTERREICH GMBH,VOESENDORF,2331,2300,Nahbereich,Regular,No,13313
22.2021,22,2021,1,120103,Metro,1008920839,METRO CASH&CARRY OESTERREICH GMBH,DORNBIRN,6850,6800,VBG,Regular,No,7925
22.2021,22,2021,1,120103,Metro,993221911,METRO CASH&CARRY OESTERREICH GMBH,GRAZ,8054,8000,Stmk,Regular,No,1800
22.2021,22,2021,1,120103,Metro,1136977286,METRO CASH&CARRY OESTERREICH GMBH,KLAGENFURT,9020,9000,Kaernten,Regular,No,701
22.2021,22,2021,1,120103,Metro,1193830423,METRO CASH&CARRY OESTERREICH GMBH,WALS - SIEZENHEIM,5071,5000,SBG,Regular,No,1414
22.2021,22,2021,1,120103,Metro,1115554168,METRO CASH&CARRY OESTERREICH GMBH,WELS,4600,4600,OOE,Regular,No,1217
22.2021,22,2021,1,120103,Metro,1052653179,METRO CASH&CARRY OESTERREICH GMBH,LINZ,4030,4000,OOE,Regular,No,4333
22.2021,22,2021,1,120103,Metro,1036127442,METRO CASH&CARRY OESTERREICH GMBH,RUM,6063,6000,Tirol,Regular,No,3002
22.2021,22,2021,1,120105,MPreis,971838266,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Sporadic,No,4967
22.2021,22,2021,1,120105,MPreis,1103966130,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Regular,No,19561
22.2021,22,2021,1,120105,MPreis,1116321626,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Regular,No,6602
22.2021,22,2021,1,120105,MPreis,1183669423,MPREIS WARENVERTRIEBS GMBH,MARIA SAAL,9063,9000,Kaernten,Sporadic,No,3283
22.2021,22,2021,1,120106,C&C Others,1007855084,KASTNER ABHOLMARKT U. GASTROD. GMBH,EISENSTADT,7000,7000,Nahbereich,Sporadic,No,2518
22.2021,22,2021,1,120106,C&C Others,962098480,KASTNER ABHOLMARKT U. GASTROD. GMBH,AMSTETTEN,3300,3300,Nahbereich,Sporadic,No,1199
22.2021,22,2021,1,120106,C&C Others,1056180149,KASTNER- GEKO GROSSHANDELSGESMBH,WIEN,1230,1230,Nahbereich,Sporadic,No,800
22.2021,22,2021,1,120106,C&C Others,1194937930,KASTNER ABHOLMARKT U. GASTROD. GMBH,WIEN,1210,1000,Nahbereich,Sporadic,No,1378
22.2021,22,2021,1,120106,C&C Others,1007395696,C&C BERGER & WEDL GMBH,WIEN,1140,1000,Nahbereich,Sporadic,No,430
22.2021,22,2021,1,120106,C&C Others,977350989,C&C BERGER & WEDL GMBH,WIEN,1140,1000,Nahbereich,Sporadic,No,1565
22.2021,22,2021,1,120106,C&C Others,1109894769,WEDL & DICK GMBH,VILLACH,9500,9500,Kaernten,Sporadic,No,2058
22.2021,22,2021,1,120106,C&C Others,1065635759,WEDL HANDELS GMBH,RIED/I.,4910,4900,OOE,Sporadic,No,1416
22.2021,22,2021,1,120106,C&C Others,998538089,WEDL HANDELS GMBH,ST.JOHANN/PONGAU,5600,5600,SBG,Sporadic,No,1243
22.2021,22,2021,1,120106,C&C Others,1090933326,WEDL HANDELS GMBH,VOECKLABRUCK,4840,4800,OOE,Sporadic,No,728
22.2021,22,2021,1,120106,C&C Others,967681476,KASTNER HANDELSGESMBH,JENNERSDORF,8380,8300,Stmk,Regular,No,2883
22.2021,22,2021,1,120106,C&C Others,1159130501,KASTNER GROSSHANDELS GMBH,ZWETTL,3910,3900,Nahbereich,Regular,No,2388
22.2021,22,2021,1,120106,C&C Others,1162048693,KASTNER-STEBEL GESMBH,KREMS,3500,3500,Nahbereich,Sporadic,No,1836
22.2021,22,2021,1,120106,C&C Others,1184396499,WEDL & DICK GMBH,MILS,6060,6000,Tirol,Sporadic,No,1513
22.2021,22,2021,1,120106,C&C Others,980718494,WEDL & DICK GMBH,INNSBRUCK,6020,6000,Tirol,Sporadic,No,1150
22.2021,22,2021,1,120106,C&C Others,1135839089,SINNESBERGER GMBH,KIRCHDORF,6382,6300,Tirol,Sporadic,No,7129
22.2021,22,2021,1,120106,C&C Others,984363016,INTEREX HANDELS GMBH,BUCH/HARTBERG,8274,8200,Stmk,Sporadic,No,1103
22.2021,22,2021,1,120108,UNIGRUPPE,1075433270,UNILOGISTIK ZENTRALLAGER SUED,SEIERSBERG,8055,8000,Stmk,Regular,No,9748
22.2021,22,2021,1,120108,UNIGRUPPE,1148071891,UNILOGISTIK ZENTRALLAGER NORD,TRAUN,4050,4000,OOE,Regular,No,11800
22.2021,22,2021,1,120111,KHG,1146432409,BRAUNEGGER KG,KALTENBACH,6272,6200,Tirol,Sporadic,No,2208
22.2021,22,2021,1,120113,KA Grocery Others,971524548,LICHTENEGGER KURT GMBH,GARS AM KAMP,3571,3500,Nahbereich,Sporadic,No,2186
22.2021,22,2021,1,120113,KA Grocery Others,1127848945,JULIUS KIENNAST LM GH GMBH,GARS AM KAMP,3571,3500,Nahbereich,Regular,No,10500
22.2021,22,2021,1,120113,KA Grocery Others,1175462029,GURKERL.AT GMBH,WIEN,1230,1230,Nahbereich,Sporadic,No,630
22.2021,22,2021,1,120114,Penny,1036874161,PENNY GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,2027
22.2021,22,2021,1,120114,Penny,1024984637,PENNY GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,22833
22.2021,22,2021,1,120114,Penny,1078987244,PENNY GMBH,HALLEIN,5400,5400,SBG,Regular,Yes,1279
22.2021,22,2021,1,120114,Penny,1059638704,PENNY GMBH,ST.VEIT,9300,9300,Kaernten,Sporadic,Yes,495
22.2021,22,2021,1,120114,Penny,1151244606,PENNY GMBH,ANSFELDEN,4052,4000,OOE,Regular,Yes,1921
22.2021,22,2021,1,120114,Penny,1022156664,PENNY GMBH,ST POELTEN,3100,3100,Nahbereich,Sporadic,Yes,2214
22.2021,22,2021,1,120115,AGM,1090881619,AGM 10102,WIEN,1210,1000,Nahbereich,Sporadic,No,1703
22.2021,22,2021,1,120115,AGM,1160242159,AGM 12102,BLUDENZ,6700,6700,VBG,Sporadic,No,974
22.2021,22,2021,1,120115,AGM,1174904647,AGM 10104,NEUSIEDL AM SEE,7100,7100,Nahbereich,Sporadic,No,269
22.2021,22,2021,1,120115,AGM,1107275713,AGM - RQ,WIEN,1210,1000,Nahbereich,Sporadic,No,548
22.2021,22,2021,1,120115,AGM,965428234,AGM - RQ,NEUSIEDL/SEE,7100,7100,Nahbereich,Sporadic,No,668
22.2021,22,2021,1,120115,AGM,1115968533,AGM 19105,GRAZ,8020,8000,Stmk,Regular,No,440
22.2021,22,2021,1,120115,AGM,1140307842,AGM 31101,WOLFSBERG,9400,9400,Kaernten,Sporadic,No,178
22.2021,22,2021,1,120115,AGM,1087355164,AGM 25101,SPITTAL/DRAU,9803,9800,Kaernten,Sporadic,No,434
22.2021,22,2021,1,120115,AGM,1013048341,AGM 32102,ALTENMARKT,5541,5500,SBG,Sporadic,No,165
22.2021,22,2021,1,120115,AGM,1101956900,AGM 24101,BERGHEIM,5101,5100,SBG,Regular,No,472
22.2021,22,2021,1,120115,AGM,1192497354,AGM - RQ,GRAZ,8020,8000,Stmk,Regular,No,184
22.2021,22,2021,1,120115,AGM,1114174946,AGM - RQ,SPITTAL/DRAU,9803,9800,Kaernten,Sporadic,No,228
22.2021,22,2021,1,120115,AGM,1034489313,AGM - RQ,WOLFSBERG,9400,9400,Kaernten,Sporadic,No,31
22.2021,22,2021,1,120115,AGM,973662400,AGM - RQ,BERGHEIM,5101,5100,SBG,Regular,No,398
22.2021,22,2021,1,120115,AGM,1154169985,AGM - RQ,ALTENMARKT,5541,5500,SBG,Sporadic,No,516
22.2021,22,2021,1,120115,AGM,1041759281,AGM 12101,LAUTERACH,6923,6900,VBG,Sporadic,No,1351
22.2021,22,2021,1,120115,AGM,1041896145,AGM 12103,HOHENEMS,6845,6800,VBG,Sporadic,No,1319
22.2021,22,2021,1,120115,AGM,1187298415,AGM - RQ,HOHENEMS,6845,6800,VBG,Sporadic,No,347
22.2021,22,2021,1,120115,AGM,1017287893,AGM - RQ,BLUDENZ,6700,6700,VBG,Sporadic,No,320
22.2021,22,2021,1,120115,AGM,1022305510,AGM - RQ,LAUTERACH,6923,6900,VBG,Sporadic,No,598
22.2021,22,2021,1,120115,AGM,1154972236,AGM,WR.NEUSTADT,2700,2700,Nahbereich,Regular,No,311
22.2021,22,2021,1,120115,AGM,1016566888,AGM,WR.NEUSTADT,2700,2700,Nahbereich,Regular,No,516
22.2021,22,2021,1,120115,AGM,1155300181,AGM,ST.GEORGEN,3151,3100,Nahbereich,Regular,No,800
22.2021,22,2021,1,120115,AGM,968792011,AGM,ST.GEORGEN,3151,3100,Nahbereich,Regular,No,491
22.2021,22,2021,1,120116,TRANSGOURMET,1118467157,TRANSGOURMET OESTERR.GMBH BRUNN,BRUNN AM GEBIRGE,2345,2300,Nahbereich,Regular,No,1168
22.2021,22,2021,1,120116,TRANSGOURMET,1133789914,TRANSGOURMET OESTERR.GMBH WIEN NORD,WIEN,1220,1000,Nahbereich,Regular,No,1894
22.2021,22,2021,1,120116,TRANSGOURMET,1190200556,TRANSGOURMET OESTERR.GMBH GRAZ,GRAZ-SEIERSBERG,8055,8000,Stmk,Regular,No,2915
22.2021,22,2021,1,120116,TRANSGOURMET,997000866,TRANSGOURMET OESTERR.GMBH SALZBURG,WALS,5071,5000,SBG,Regular,No,2302
22.2021,22,2021,1,120116,TRANSGOURMET,987165046,TRANSGOURMET OESTERR.GMBH WELS,WELS,4600,4600,OOE,Regular,No,1235
22.2021,22,2021,1,120116,TRANSGOURMET,1047044778,TRANSGOURMET OESTERR.GMBH TRAUN,TRAUN,4050,4000,OOE,Regular,No,871
22.2021,22,2021,1,120116,TRANSGOURMET,1142244867,TRINKWERK+LOGISTIKZENTRUM WOLFAU,WOLFAU,7412,7400,Stmk,Regular,No,2319
22.2021,22,2021,1,120201,Mueller,1011581528,MUELLER GROSSHANDELS  LTD & CO KG,ULM-JUNGINGEN,89081,8900,Stmk,Regular,No,11276
22.2021,22,2021,1,120300,Lidl,1194512041,LIDL OESTERREICH GMBH,LAAKIRCHEN,4663,4600,OOE,Regular,No,30707
22.2021,22,2021,1,120300,Lidl,1163573774,LIDL OESTERREICH GMBH,WUNDSCHUH,8142,8100,Stmk,Regular,No,33999
22.2021,22,2021,1,120300,Lidl,1012680515,LIDL OESTERREICH GMBH,GROSSEBERSDORF,2203,2200,Nahbereich,Sporadic,No,31643
22.2021,22,2021,1,120301,Hofer,1191320959,HOFER KG,SATTLEDT,4642,4600,OOE,Regular,No,18975
22.2021,22,2021,1,120301,Hofer,1082294358,HOFER KG,HAUSMANNSTAETTEN,8071,8000,Stmk,Regular,No,6444
22.2021,22,2021,1,120301,Hofer,1185047348,HOFER KG,RIETZ,6421,6400,Tirol,Regular,No,9655
22.2021,22,2021,1,120301,Hofer,989928485,HOFER KG,TRUMAU,2521,2500,Nahbereich,Regular,No,2992
22.2021,22,2021,1,120301,Hofer,1121108053,HOFER KG,STOCKERAU,2000,2000,Nahbereich,Regular,No,6774
22.2021,22,2021,1,120301,Hofer,1144147870,HOFER KG,WEISSENBACH,9722,9700,Kaernten,Regular,No,2644
22.2021,22,2021,1,120401,Vend. operator KA,1144995293,SELECTA BETRIEBSVERPFL. GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Sporadic,No,3142
22.2021,22,2021,1,120401,Vend. operator KA,1117916848,CAFE+CO OESTERREICH GMBH,WIEN,1020,1000,Nahbereich,Sporadic,No,3047
22.2021,22,2021,1,120401,Vend. operator KA,1161735024,CAFE+CO OESTERREICH GMBH,LINZ,4030,4000,OOE,Sporadic,No,2104
22.2021,22,2021,1,120401,Vend. operator KA,1058831006,CAFE+CO OESTERREICH GMBH,WIEN,1230,1230,Nahbereich,Sporadic,No,1585
22.2021,22,2021,1,120401,Vend. operator KA,1192322496,SELECTA BETRIEBSVERPFL. GMBH,WALS-SIEZENHEIM,5071,5000,SBG,Sporadic,No,3327
22.2021,22,2021,1,120406,KA IC - On the Go,1070691697,HAVI LOGISTICS GMBH,GROSSEBERSDORF,2203,2200,Nahbereich,Sporadic,No,238
22.2021,22,2021,1,120411,KA IC - QSR,1111950807,HAVI LOGISTICS GMBH,GROSSEBERSDORF,2203,2200,Nahbereich,Sporadic,No,625
22.2021,22,2021,1,120411,KA IC - QSR,1185521955,HAVI LOGISTICS GMBH,GROSSEBERSDORF,2203,2200,Nahbereich,Sporadic,No,1599
22.2021,22,2021,1,120502,KA IC - Other,1004718114,MTH LOGISTIK GMBH,MUELLENDORF,7052,7000,Nahbereich,Sporadic,No,1967
22.2021,22,2021,1,120502,KA IC - Other,1062122434,TOBACCOLAND HANDELS GMBH & CO KG,WIEN,1160,1000,Nahbereich,Sporadic,No,2295
22.2021,22,2021,1,120502,KA IC - Other,1152513916,TEDI GMBH & CO KG,DORTMUND,44309,4400,OOE,Sporadic,No,7314
22.2021,22,2021,1,120600,KA McDonalds,1119072942,HAVI LOGISTICS GMBH,KORNEUBURG,2100,2100,Nahbereich,Regular,No,36255
22.2021,22,2021,1,120600,KA McDonalds,969913405,HAVI LOGISTICS GMBH,KORNEUBURG,2100,2100,Nahbereich,Regular,No,4014
22.2021,22,2021,1,121100,Lekkerland,1109205841,LEKKERLAND HANDELS & DIENSTL. GMBH,TERNITZ,2630,2600,Nahbereich,Regular,No,18522
22.2021,22,2021,1,121101,Brau Union,960665555,BRAU UNION OESTERREICH AG,STEYR,4400,4400,OOE,Sporadic,No,1979
22.2021,22,2021,1,121101,Brau Union,1073692679,BRAU UNION OESTERREICH AG,KLAGENFURT,9020,9000,Kaernten,Sporadic,No,5616
22.2021,22,2021,1,121101,Brau Union,1046614904,BRAU UNION OESTERREICH AG,SPITTAL/DRAU,9800,9800,Kaernten,Sporadic,No,923
22.2021,22,2021,1,121101,Brau Union,1137463350,BRAU UNION OESTERREICH AG,ZIPF,4871,4800,OOE,Regular,No,7628
22.2021,22,2021,1,121101,Brau Union,1000718783,BRAU UNION OESTERREICH AG,WELS,4600,4600,OOE,Regular,No,1047
